Landmark,X,Y
1,1896,2492
2,455.5,1567.5
3,359.5,1143.5
4,1331.5,579.5
5,3643.5,1275.5
6,4327.5,1487.5
7,2451.5,2079.5
8,2415.5,1739.5
9,3243.5,1683.5
10,3239.5,1543.5
11,3807.5,1583.5
12,3919.5,1911.5
