Landmark,X,Y
1,1856,2368
2,407.5,1423.5
3,331.5,979.5
4,1331.5,439.5
5,3663.5,1015.5
6,4479.5,1255.5
7,2451.5,1939.5
8,2475.5,1595.5
9,3351.5,1511.5
10,3335.5,1359.5
11,3923.5,1387.5
12,4043.5,1747.5
