Landmark,X,Y
1,1488,2496
2,139.5,1255.5
3,151.5,799.5
4,1167.5,379.5
5,3675.5,1447.5
6,4439.5,1795.5
7,2119.5,2183.5
8,2259.5,1783.5
9,3243.5,1879.5
10,3255.5,1719.5
11,3835.5,1835.5
12,3911.5,2235.5
