Landmark,X,Y
1,2100,2368
2,679.5,2003.5
3,471.5,1651.5
4,1135.5,935.5
5,3167.5,819.5
6,4207.5,807.5
7,2455.5,1843.5
8,2383.5,1587.5
9,2999.5,1295.5
10,2967.5,1195.5
11,3435.5,1047.5
12,3639.5,1279.5
