Landmark,X,Y
1,1992,2432
2,631.5,1587.5
3,507.5,1187.5
4,1323.5,635.5
5,3675.5,1155.5
6,4355.5,1359.5
7,2491.5,2043.5
8,2555.5,1687.5
9,3339.5,1583.5
10,3335.5,1475.5
11,3843.5,1471.5
12,3967.5,1799.5
