Landmark,X,Y
1,2084,2628
2,591.5,1855.5
3,463.5,1419.5
4,1279.5,839.5
5,3683.5,1147.5
6,4467.5,1311.5
7,2519.5,2211.5
8,2571.5,1835.5
9,3463.5,1667.5
10,3431.5,1531.5
11,3955.5,1503.5
12,4119.5,1795.5
