Landmark,X,Y
1,2288,2476
2,995.5,1755.5
3,879.5,1375.5
4,1615.5,843.5
5,3655.5,1255.5
6,4271.5,1419.5
7,2679.5,2091.5
8,2671.5,1791.5
9,3367.5,1679.5
10,3363.5,1563.5
11,3807.5,1559.5
12,3959.5,1819.5
