Landmark,X,Y
1,2212,2620
2,747.5,2135.5
3,503.5,1751.5
4,1207.5,1019.5
5,3527.5,1051.5
6,4227.5,1083.5
7,2571.5,2135.5
8,2507.5,1803.5
9,3279.5,1531.5
10,3243.5,1411.5
11,3787.5,1319.5
12,3963.5,1595.5
