Landmark,X,Y
1,1912,2556
2,419.5,1867.5
3,275.5,1455.5
4,1159.5,807.5
5,3431.5,1111.5
6,4187.5,1219.5
7,2431.5,2083.5
8,2407.5,1779.5
9,3171.5,1595.5
10,3147.5,1479.5
11,3667.5,1443.5
12,3815.5,1711.5
