Landmark,X,Y
1,1892,2540
2,775.5,1455.5
3,747.5,1023.5
4,1715.5,659.5
5,3807.5,1655.5
6,4503.5,2023.5
7,2455.5,2279.5
8,2563.5,1907.5
9,3419.5,2027.5
10,3419.5,1891.5
11,3963.5,2039.5
12,3995.5,2371.5
