Landmark,X,Y
1,1876,2576
2,771.5,1899.5
3,659.5,1531.5
4,1299.5,999.5
5,3327.5,1363.5
6,3963.5,1511.5
7,2371.5,2187.5
8,2379.5,1883.5
9,3115.5,1795.5
10,3095.5,1667.5
11,3519.5,1639.5
12,3643.5,1923.5
