Landmark,X,Y
1,1964,2588
2,651.5,1983.5
3,515.5,1675.5
4,1247.5,1071.5
5,3271.5,1287.5
6,3931.5,1379.5
7,2379.5,2167.5
8,2347.5,1879.5
9,3015.5,1731.5
10,3007.5,1615.5
11,3487.5,1571.5
12,3651.5,1843.5
