Landmark,X,Y
1,1852,2908
2,523.5,2243.5
3,415.5,1863.5
4,1259.5,1323.5
5,3159.5,1659.5
6,3811.5,1783.5
7,2283.5,2523.5
8,2255.5,2211.5
9,2911.5,2095.5
10,2891.5,1971.5
11,3375.5,1939.5
12,3487.5,2207.5
