Landmark,X,Y
1,1732,2644
2,323.5,1523.5
3,315.5,1107.5
4,1215.5,615.5
5,3567.5,1471.5
6,4315.5,1767.5
7,2223.5,2275.5
8,2283.5,1895.5
9,3199.5,1907.5
10,3191.5,1783.5
11,3723.5,1851.5
12,3819.5,2211.5
