Landmark,X,Y
1,2188,2928
2,571.5,2399.5
3,283.5,1967.5
4,947.5,1179.5
5,3643.5,1079.5
6,4411.5,1063.5
7,2663.5,2315.5
8,2587.5,1939.5
9,3543.5,1583.5
10,3491.5,1467.5
11,3951.5,1343.5
12,4219.5,1623.5
